scan_date,analysis_date,ticker,action,confidence,trend_score,free_tier,halt,entry_bid,stop_loss,target,momentum,chip_analysis,risk_factors,data_quality_flags
2026-04-16,2026-04-15,6224,LONG,77,32,True,False,57.41,57.7,60.59,儘管量能比率與VWAP 5日優勢表現尚可，但收盤強度、趨勢延續和RSI動能區間皆呈現疲弱，整體動能有所不足。,付費版籌碼指標皆為零分，外資強度與借券壓力亦無表現，顯示籌碼面缺乏明確主力買盤支持，融資結構也僅一般。,RSI(14)高達87.3已達超買區間，且收盤強度與趨勢延續性分數偏低，顯示股價上漲動能恐有減弱或修正風險。,"NO_BROKER_DATA|scoring_version:v2|PERSIST_RISING:53,64,72"
2026-04-16,2026-04-15,6278,LONG,77,32,True,False,136.31,137.0,143.85,6278 展現出量能比率與VWAP 5日優勢，顯示多頭動能增強，但收盤方向、強度及趨勢延續性較弱，RSI已進入超買區。,目前籌碼集中度與主力買盤廣度數據不佳，外資與隔日沖過濾數據亦顯示缺乏積極進場跡象，僅融資結構略有支持。,RSI指標顯示該股已進入超買區，短期回檔壓力增加，且籌碼面缺乏主力積極佈局，潛在賣壓值得留意。,"NO_BROKER_DATA|scoring_version:v2|PERSIST_RISING:58,61,75"
2026-04-16,2026-04-15,3673,LONG,66,32,True,False,66.17,66.5,69.83,,,,NO_BROKER_DATA|scoring_version:v2
2026-04-16,2026-04-15,2493,LONG,64,32,True,False,151.74,152.5,160.12,,,,NO_BROKER_DATA|scoring_version:v2
2026-04-16,2026-04-15,6735,LONG,63,32,True,False,162.68,163.5,171.68,,,,NO_BROKER_DATA|scoring_version:v2
2026-04-16,2026-04-15,6761,LONG,63,32,True,False,162.68,163.5,171.68,,,,NO_BROKER_DATA|scoring_version:v2
2026-04-16,2026-04-15,6829,LONG,63,32,True,False,162.68,163.5,171.68,,,,NO_BROKER_DATA|scoring_version:v2
2026-04-16,2026-04-15,7711,LONG,63,32,True,False,162.68,163.5,171.68,,,,NO_BROKER_DATA|scoring_version:v2
2026-04-16,2026-04-15,7704,LONG,63,32,True,False,162.68,163.5,171.68,,,,NO_BROKER_DATA|scoring_version:v2
2026-04-16,2026-04-15,2388,LONG,83,30,True,False,62.09,62.4,65.52,股價動能顯示量能比率與量能遞增表現不錯，但收盤強度與趨勢延續性較弱，RSI已達超買區，需留意後續追價動能。,儘管外資強度與借券壓力評分不高，融資結構分數顯示散戶籌碼有改善跡象，但整體籌碼集中度與隔日沖過濾數據不足，無法給予明確判斷。,雖然目前無明顯的風險扣分項目，但RSI已顯示超買，且距近期高點仍有10.73%的跌幅，MACD柱狀體增長，需謹慎觀察股價過熱或修正的可能性。,NO_BROKER_DATA|scoring_version:v2
2026-04-16,2026-04-15,2460,LONG,69,30,True,False,35.12,35.3,37.06,,,,NO_BROKER_DATA|scoring_version:v2
