scan_date,analysis_date,ticker,action,confidence,trend_score,free_tier,halt,entry_bid,stop_loss,target,momentum,chip_analysis,risk_factors,data_quality_flags
2026-05-07,2026-05-07,4915,WATCH,63,27,True,False,73.23,73.6,77.7,,,,NO_BROKER_DATA|scoring_version:v2|PERSIST_STABLE:60
2026-05-07,2026-05-07,2498,WATCH,61,27,True,False,40.25,40.45,43.05,,,,NO_BROKER_DATA|scoring_version:v2|PERSIST_STABLE:63
2026-05-07,2026-05-07,2412,WATCH,59,27,True,False,134.82,135.5,143.85,,,,NO_BROKER_DATA|scoring_version:v2|PERSIST_STABLE:54
2026-05-07,2026-05-07,4746,WATCH,57,27,True,False,54.53,54.8,58.38,,,,NO_BROKER_DATA|scoring_version:v2|PERSIST_STABLE:62
2026-05-07,2026-05-07,4953,WATCH,56,27,True,False,121.89,122.5,129.68,,,,NO_BROKER_DATA|scoring_version:v2|PERSIST_STABLE:69
2026-05-07,2026-05-07,6418,WATCH,55,27,True,False,81.39,81.80000305175781,87.25,,,,NO_BROKER_DATA|scoring_version:v2
2026-05-07,2026-05-07,6417,WATCH,55,27,True,False,81.39,81.80000305175781,87.25,,,,NO_BROKER_DATA|scoring_version:v2
2026-05-07,2026-05-07,2439,CAUTION,49,27,True,False,86.07,86.5,90.83,,,,NO_BROKER_DATA|scoring_version:v2|PERSIST_STABLE:67
2026-05-07,2026-05-07,5490,CAUTION,48,27,True,False,28.36,28.5,29.93,,,,NO_BROKER_DATA|scoring_version:v2
2026-05-07,2026-05-07,3706,CAUTION,47,27,True,False,86.96,87.4,92.19,,,,NO_BROKER_DATA|scoring_version:v2|PERSIST_STABLE:72
2026-05-07,2026-05-07,2480,CAUTION,41,27,True,False,146.26,147.0,154.35,,,,NO_BROKER_DATA|scoring_version:v2
2026-05-07,2026-05-07,4938,LONG,70,26,True,False,83.88,84.3,88.52,,,,NO_BROKER_DATA|scoring_version:v2|COILING|PERSIST_STABLE:67
2026-05-07,2026-05-07,5434,LONG,70,26,True,False,416.41,418.5,439.43,,,,NO_BROKER_DATA|scoring_version:v2
2026-05-07,2026-05-07,6151,LONG,70,26,True,False,35.97,36.15,39.11,,,,NO_BROKER_DATA|scoring_version:v2
2026-05-07,2026-05-07,3715,WATCH,66,26,True,False,188.06,189.0,207.9,,,,NO_BROKER_DATA|scoring_version:v2|PERSIST_STABLE:62
2026-05-07,2026-05-07,2379,WATCH,59,26,True,False,536.3,539.0,569.1,,,,NO_BROKER_DATA|scoring_version:v2
2026-05-07,2026-05-07,3617,WATCH,59,26,True,False,194.03,195.0,204.75,,,,NO_BROKER_DATA|scoring_version:v2
2026-05-07,2026-05-07,4549,CAUTION,40,25,True,False,108.95,109.5,114.98,,,,NO_BROKER_DATA|scoring_version:v2|PERSIST_STABLE:68
2026-05-07,2026-05-07,2404,LONG,70,22,True,False,992.01,997.0,1076.25,,,,NO_BROKER_DATA|scoring_version:v2|COILING
2026-05-07,2026-05-07,3078,WATCH,67,22,True,False,57.01,57.3,60.16,,,,NO_BROKER_DATA|scoring_version:v2|PERSIST_STABLE:64
2026-05-07,2026-05-07,6134,LONG,67,22,True,False,31.54,31.7,34.55,,,,NO_BROKER_DATA|scoring_version:v2
2026-05-07,2026-05-07,1565,WATCH,62,22,True,False,102.48,103.0,114.45,,,,NO_BROKER_DATA|scoring_version:v2|PERSIST_STABLE:55
2026-05-07,2026-05-07,3025,WATCH,56,22,True,False,63.18,63.5,66.67,,,,NO_BROKER_DATA|scoring_version:v2
2026-05-07,2026-05-07,6122,CAUTION,53,22,True,False,49.35,49.6,52.08,,,,NO_BROKER_DATA|scoring_version:v2|PERSIST_STABLE:72
2026-05-07,2026-05-07,3231,CAUTION,52,22,True,False,145.27,146.0,153.3,,,,NO_BROKER_DATA|scoring_version:v2|PERSIST_STABLE:63
2026-05-07,2026-05-07,2352,CAUTION,46,22,True,False,25.07,25.2,27.14,,,,NO_BROKER_DATA|scoring_version:v2|PERSIST_STABLE:62
2026-05-07,2026-05-07,4114,CAUTION,46,22,True,False,30.89,31.05,33.6,,,,NO_BROKER_DATA|scoring_version:v2
2026-05-07,2026-05-07,6855,CAUTION,40,22,True,False,37.31,37.5,41.9,,,,NO_BROKER_DATA|scoring_version:v2
2026-05-07,2026-05-07,6844,CAUTION,40,22,True,False,37.31,37.5,41.9,,,,NO_BROKER_DATA|scoring_version:v2
2026-05-07,2026-05-07,6843,CAUTION,40,22,True,False,37.31,37.5,41.9,,,,NO_BROKER_DATA|scoring_version:v2
2026-05-07,2026-05-07,6859,CAUTION,40,22,True,False,37.31,37.5,41.9,,,,NO_BROKER_DATA|scoring_version:v2
2026-05-07,2026-05-07,6126,CAUTION,34,22,True,False,32.79,32.95,34.76,,,,NO_BROKER_DATA|scoring_version:v2
2026-05-07,2026-05-07,2355,LONG,71,20,True,False,52.44,52.7,56.59,,,,NO_BROKER_DATA|scoring_version:v2|PERSIST_STABLE:76
2026-05-07,2026-05-07,2441,WATCH,66,20,True,False,92.93,93.4,99.02,,,,NO_BROKER_DATA|scoring_version:v2|PERSIST_STABLE:61
2026-05-07,2026-05-07,4961,WATCH,64,20,True,False,160.19,161.0,177.45,,,,NO_BROKER_DATA|scoring_version:v2|PERSIST_STABLE:74
2026-05-07,2026-05-07,2369,WATCH,53,20,True,False,32.84,33.0,34.86,,,,NO_BROKER_DATA|scoring_version:v2
2026-05-07,2026-05-07,2428,WATCH,53,20,True,False,187.56,188.5,197.93,,,,NO_BROKER_DATA|scoring_version:v2
2026-05-07,2026-05-07,6269,CAUTION,44,20,True,False,66.07,66.4000015258789,73.5,,,,NO_BROKER_DATA|scoring_version:v2|PERSIST_STABLE:55
2026-05-07,2026-05-07,6261,CAUTION,32,20,True,False,66.07,66.4000015258789,73.5,,,,NO_BROKER_DATA|scoring_version:v2
2026-05-07,2026-05-07,6265,CAUTION,32,20,True,False,66.07,66.4000015258789,73.5,,,,NO_BROKER_DATA|scoring_version:v2
2026-05-07,2026-05-07,6266,CAUTION,32,20,True,False,66.07,66.4000015258789,73.5,,,,NO_BROKER_DATA|scoring_version:v2
2026-05-07,2026-05-07,6263,CAUTION,32,20,True,False,66.07,66.4000015258789,73.5,,,,NO_BROKER_DATA|scoring_version:v2
2026-05-07,2026-05-07,3178,WATCH,54,19,True,False,68.66,69.0,72.45,,,,NO_BROKER_DATA|scoring_version:v2
2026-05-07,2026-05-07,2323,WATCH,62,17,True,False,10.8,10.85,11.39,,,,NO_BROKER_DATA|scoring_version:v2|PERSIST_STABLE:60
2026-05-07,2026-05-07,4162,CAUTION,41,17,True,False,57.51,57.8,60.69,,,,NO_BROKER_DATA|scoring_version:v2
2026-05-07,2026-05-07,3323,CAUTION,39,17,True,False,34.38,34.55,38.38,,,,NO_BROKER_DATA|scoring_version:v2
2026-05-07,2026-05-07,5403,CAUTION,34,17,True,False,93.93,94.4,99.12,,,,NO_BROKER_DATA|scoring_version:v2
2026-05-07,2026-05-07,3628,WATCH,57,16,True,False,67.66,68.0,77.91,,,,NO_BROKER_DATA|scoring_version:v2|PERSIST_STABLE:72
2026-05-07,2026-05-07,3010,CAUTION,51,16,True,False,131.34,132.0,148.05,,,,NO_BROKER_DATA|scoring_version:v2|PERSIST_STABLE:79
2026-05-07,2026-05-07,3290,WATCH,51,16,True,False,46.81,47.05,52.61,,,,NO_BROKER_DATA|scoring_version:v2
2026-05-07,2026-05-07,3413,CAUTION,49,16,True,False,307.45,309.0,330.75,,,,NO_BROKER_DATA|scoring_version:v2|PERSIST_STABLE:67
2026-05-07,2026-05-07,4743,CAUTION,27,16,True,False,52.64,52.9,59.54,,,,NO_BROKER_DATA|scoring_version:v2
2026-05-07,2026-05-07,5457,WATCH,59,14,True,False,36.62,36.8,41.16,,,,NO_BROKER_DATA|scoring_version:v2|COILING_PRIME
2026-05-07,2026-05-07,6143,CAUTION,45,12,True,False,92.83,93.3,104.9,,,,NO_BROKER_DATA|scoring_version:v2|PERSIST_STABLE:59
2026-05-07,2026-05-07,5388,CAUTION,48,11,True,False,79.9,80.3,90.72,,,,NO_BROKER_DATA|scoring_version:v2
2026-05-07,2026-05-07,4129,CAUTION,29,11,True,False,97.61,98.1,108.68,,,,NO_BROKER_DATA|scoring_version:v2
2026-05-07,2026-05-07,4167,CAUTION,25,11,True,False,18.66,18.75,20.21,,,,NO_BROKER_DATA|scoring_version:v2
2026-05-07,2026-05-07,3689,CAUTION,35,10,True,False,127.36,128.0,141.75,,,,NO_BROKER_DATA|scoring_version:v2|PERSIST_STABLE:66
2026-05-07,2026-05-07,3205,CAUTION,30,6,True,False,55.72,56.0,63.42,,,,NO_BROKER_DATA|scoring_version:v2
2026-05-07,2026-05-07,4744,CAUTION,37,5,True,False,32.34,32.5,35.23,,,,NO_BROKER_DATA|scoring_version:v2
2026-05-07,2026-05-07,1336,CAUTION,5,0,True,False,13.68,13.75,14.7,,,,NO_BROKER_DATA|GATE_PASS:G1_ZONE:95.5%|GATE_PASS:G2_BB:5.1%|GATE_FAIL:G3_LOW_LIQ:1.4M|LOW_LIQUIDITY:TPEx|GATE_PASS:G4_REGIME:uptrend|GATE_PASS:G5_NO_OVERHEAD:86.2%|NO_SETUP|scoring_version:v2
2026-05-07,2026-05-07,1504,CAUTION,5,0,True,False,73.63,74.0,77.7,,,,NO_BROKER_DATA|GATE_FAIL:G1_ALREADY_BROKE_OUT:100.0%|GATE_FAIL:G2_BB_WIDE:22.3%|GATE_PASS:G3_LIQ:994.0M|GATE_PASS:G4_REGIME:uptrend|GATE_FAIL:G5_OVERHEAD:83.7%|NO_SETUP|scoring_version:v2
2026-05-07,2026-05-07,1471,CAUTION,5,0,True,False,11.34,11.4,13.7,,,,NO_BROKER_DATA|GATE_FAIL:G1_TOO_FAR_BELOW:81.4%|GATE_FAIL:G2_BB_WIDE:15.9%|GATE_FAIL:G3_LOW_LIQ:10.6M|LOW_LIQUIDITY:TSE|GATE_PASS:G4_REGIME:uptrend|GATE_PASS:G5_NO_OVERHEAD:96.6%|NO_SETUP|scoring_version:v2
2026-05-07,2026-05-07,1503,CAUTION,5,0,True,False,198.5,199.5,211.58,,,,NO_BROKER_DATA|GATE_PASS:G1_ZONE:95.9%|GATE_PASS:G2_BB:9.5%|GATE_PASS:G3_LIQ:390.9M|GATE_PASS:G4_REGIME:uptrend|GATE_FAIL:G5_OVERHEAD:82.5%|NO_SETUP|scoring_version:v2
2026-05-07,2026-05-07,1506,CAUTION,5,0,True,False,10.45,10.5,11.87,,,,NO_BROKER_DATA|GATE_PASS:G1_ZONE:91.7%|GATE_PASS:G2_BB:9.4%|GATE_FAIL:G3_LOW_LIQ:2.5M|LOW_LIQUIDITY:TSE|GATE_PASS:G4_REGIME:uptrend|GATE_PASS:G5_NO_OVERHEAD:90.5%|NO_SETUP|scoring_version:v2
2026-05-07,2026-05-07,1514,CAUTION,5,0,True,False,118.9,119.5,126.0,,,,NO_BROKER_DATA|GATE_PASS:G1_ZONE:95.6%|GATE_FAIL:G2_BB_WIDE:17.1%|GATE_PASS:G3_LIQ:423.1M|GATE_PASS:G4_REGIME:uptrend|GATE_PASS:G5_NO_OVERHEAD:89.3%|NO_SETUP|scoring_version:v2
2026-05-07,2026-05-07,1517,CAUTION,5,0,True,False,10.15,10.2,11.55,,,,NO_BROKER_DATA|GATE_PASS:G1_ZONE:89.5%|GATE_PASS:G2_BB:14.7%|GATE_FAIL:G3_LOW_LIQ:2.8M|LOW_LIQUIDITY:TSE|GATE_PASS:G4_REGIME:uptrend|GATE_PASS:G5_NO_OVERHEAD:89.1%|NO_SETUP|scoring_version:v2
2026-05-07,2026-05-07,1513,CAUTION,5,0,True,False,155.72,156.5,164.33,,,,NO_BROKER_DATA|GATE_PASS:G1_ZONE:98.7%|GATE_PASS:G2_BB:6.9%|GATE_PASS:G3_LIQ:825.8M|GATE_PASS:G4_REGIME:uptrend|GATE_FAIL:G5_OVERHEAD:85.0%|NO_SETUP|scoring_version:v2
2026-05-07,2026-05-07,1526,CAUTION,5,0,True,False,15.67,15.75,17.27,,,,NO_BROKER_DATA|GATE_PASS:G1_ZONE:91.3%|GATE_PASS:G2_BB:7.6%|GATE_FAIL:G3_LOW_LIQ:2.6M|LOW_LIQUIDITY:TSE|GATE_PASS:G4_REGIME:uptrend|GATE_FAIL:G5_OVERHEAD:76.5%|NO_SETUP|scoring_version:v2
2026-05-07,2026-05-07,1527,CAUTION,5,0,True,False,32.29,32.45,34.81,,,,NO_BROKER_DATA|GATE_PASS:G1_ZONE:96.9%|GATE_PASS:G2_BB:3.1%|GATE_FAIL:G3_LOW_LIQ:6.9M|LOW_LIQUIDITY:TSE|GATE_PASS:G4_REGIME:uptrend|GATE_PASS:G5_NO_OVERHEAD:93.8%|NO_SETUP|scoring_version:v2
2026-05-07,2026-05-07,1519,CAUTION,5,0,True,False,886.54,891.0,962.85,,,,NO_BROKER_DATA|GATE_PASS:G1_ZONE:94.4%|GATE_PASS:G2_BB:14.7%|GATE_PASS:G3_LIQ:2903.0M|GATE_PASS:G4_REGIME:uptrend|GATE_FAIL:G5_OVERHEAD:84.7%|NO_SETUP|scoring_version:v2
2026-05-07,2026-05-07,1515,CAUTION,5,0,True,False,21.89,22.0,23.1,,,,NO_BROKER_DATA|GATE_PASS:G1_ZONE:91.7%|GATE_PASS:G2_BB:10.6%|GATE_FAIL:G3_LOW_LIQ:7.9M|LOW_LIQUIDITY:TSE|GATE_PASS:G4_REGIME:uptrend|GATE_PASS:G5_NO_OVERHEAD:88.2%|NO_SETUP|scoring_version:v2
2026-05-07,2026-05-07,1528,CAUTION,5,0,True,False,27.56,27.7,31.29,,,,NO_BROKER_DATA|GATE_PASS:G1_ZONE:87.2%|GATE_FAIL:G2_BB_WIDE:20.6%|GATE_PASS:G3_LIQ:610.7M|GATE_PASS:G4_REGIME:uptrend|GATE_PASS:G5_NO_OVERHEAD:100.0%|NO_SETUP|scoring_version:v2
2026-05-07,2026-05-07,1529,CAUTION,5,0,True,False,22.74,22.85,24.89,,,,NO_BROKER_DATA|GATE_PASS:G1_ZONE:91.4%|GATE_PASS:G2_BB:14.3%|GATE_FAIL:G3_LOW_LIQ:19.3M|LOW_LIQUIDITY:TSE|GATE_PASS:G4_REGIME:uptrend|GATE_FAIL:G5_OVERHEAD:83.8%|NO_SETUP|scoring_version:v2
2026-05-07,2026-05-07,1532,CAUTION,5,0,True,False,20.7,20.8,22.37,,,,NO_BROKER_DATA|GATE_PASS:G1_ZONE:93.5%|GATE_PASS:G2_BB:10.3%|GATE_FAIL:G3_LOW_LIQ:16.6M|LOW_LIQUIDITY:TSE|GATE_PASS:G4_REGIME:uptrend|GATE_PASS:G5_NO_OVERHEAD:89.2%|NO_SETUP|scoring_version:v2
2026-05-07,2026-05-07,1531,CAUTION,5,0,True,False,12.94,13.0,13.97,,,,NO_BROKER_DATA|GATE_PASS:G1_ZONE:95.9%|GATE_PASS:G2_BB:4.8%|GATE_FAIL:G3_LOW_LIQ:2.6M|LOW_LIQUIDITY:TSE|GATE_PASS:G4_REGIME:uptrend|GATE_PASS:G5_NO_OVERHEAD:100.0%|NO_SETUP|scoring_version:v2
2026-05-07,2026-05-07,1530,CAUTION,5,0,True,False,25.82,25.95,27.62,,,,NO_BROKER_DATA|GATE_PASS:G1_ZONE:89.6%|GATE_PASS:G2_BB:10.8%|GATE_FAIL:G3_LOW_LIQ:1.0M|LOW_LIQUIDITY:TSE|GATE_PASS:G4_REGIME:uptrend|GATE_PASS:G5_NO_OVERHEAD:95.7%|NO_SETUP|scoring_version:v2
2026-05-07,2026-05-07,1569,CAUTION,5,0,True,False,58.01,58.3,61.74,,,,NO_BROKER_DATA|GATE_PASS:G1_ZONE:86.8%|GATE_FAIL:G2_BB_WIDE:26.6%|GATE_PASS:G3_LIQ:194.1M|GATE_PASS:G4_REGIME:uptrend|GATE_PASS:G5_NO_OVERHEAD:100.0%|NO_SETUP|scoring_version:v2
2026-05-07,2026-05-07,1582,CAUTION,5,0,True,False,88.26,88.7,112.35,,,,NO_BROKER_DATA|GATE_FAIL:G1_TOO_FAR_BELOW:78.8%|GATE_FAIL:G2_BB_WIDE:26.3%|GATE_PASS:G3_LIQ:646.0M|GATE_PASS:G4_REGIME:uptrend|GATE_PASS:G5_NO_OVERHEAD:100.0%|NO_SETUP|scoring_version:v2
2026-05-07,2026-05-07,1595,CAUTION,5,0,True,False,95.72,96.2,101.01,,,,NO_BROKER_DATA|GATE_PASS:G1_ZONE:95.2%|GATE_FAIL:G2_BB_WIDE:98.4%|GATE_PASS:G3_LIQ:289.4M|GATE_PASS:G4_REGIME:uptrend|GATE_PASS:G5_NO_OVERHEAD:100.0%|NO_SETUP|scoring_version:v2
2026-05-07,2026-05-07,1707,CAUTION,5,0,True,False,111.94,112.5,119.7,,,,NO_BROKER_DATA|GATE_PASS:G1_ZONE:92.2%|GATE_PASS:G2_BB:9.6%|GATE_FAIL:G3_LOW_LIQ:26.0M|LOW_LIQUIDITY:TSE|GATE_PASS:G4_REGIME:uptrend|GATE_PASS:G5_NO_OVERHEAD:98.4%|NO_SETUP|scoring_version:v2
2026-05-07,2026-05-07,1720,CAUTION,5,0,True,False,60.89,61.2,64.26,,,,NO_BROKER_DATA|GATE_PASS:G1_ZONE:95.2%|GATE_PASS:G2_BB:6.7%|GATE_FAIL:G3_LOW_LIQ:17.2M|LOW_LIQUIDITY:TSE|GATE_PASS:G4_REGIME:uptrend|GATE_PASS:G5_NO_OVERHEAD:96.5%|NO_SETUP|scoring_version:v2
2026-05-07,2026-05-07,1734,CAUTION,5,0,True,False,30.6,30.75,33.91,,,,NO_BROKER_DATA|GATE_PASS:G1_ZONE:95.1%|GATE_PASS:G2_BB:4.8%|GATE_FAIL:G3_LOW_LIQ:10.6M|LOW_LIQUIDITY:TSE|GATE_PASS:G4_REGIME:uptrend|GATE_PASS:G5_NO_OVERHEAD:100.0%|NO_SETUP|scoring_version:v2
2026-05-07,2026-05-07,1731,CAUTION,5,0,True,False,21.64,21.75,22.84,,,,NO_BROKER_DATA|GATE_FAIL:G1_ALREADY_BROKE_OUT:99.1%|GATE_PASS:G2_BB:1.4%|GATE_FAIL:G3_LOW_LIQ:2.4M|LOW_LIQUIDITY:TSE|GATE_PASS:G4_REGIME:uptrend|GATE_PASS:G5_NO_OVERHEAD:98.4%|NO_SETUP|scoring_version:v2
2026-05-07,2026-05-07,1733,CAUTION,5,0,True,False,28.11,28.25,31.03,,,,NO_BROKER_DATA|GATE_PASS:G1_ZONE:93.2%|GATE_PASS:G2_BB:8.4%|GATE_FAIL:G3_LOW_LIQ:4.5M|LOW_LIQUIDITY:TSE|GATE_PASS:G4_REGIME:uptrend|GATE_PASS:G5_NO_OVERHEAD:98.1%|NO_SETUP|scoring_version:v2
2026-05-07,2026-05-07,1752,CAUTION,5,0,True,False,33.33,33.5,35.91,,,,NO_BROKER_DATA|GATE_PASS:G1_ZONE:93.1%|GATE_PASS:G2_BB:10.8%|GATE_FAIL:G3_LOW_LIQ:3.0M|LOW_LIQUIDITY:TSE|GATE_PASS:G4_REGIME:uptrend|GATE_PASS:G5_NO_OVERHEAD:93.0%|NO_SETUP|scoring_version:v2
2026-05-07,2026-05-07,1760,CAUTION,5,0,True,False,65.57,65.9,71.61,,,,NO_BROKER_DATA|GATE_PASS:G1_ZONE:86.3%|GATE_PASS:G2_BB:10.8%|GATE_FAIL:G3_LOW_LIQ:29.8M|LOW_LIQUIDITY:TSE|GATE_PASS:G4_REGIME:uptrend|GATE_PASS:G5_NO_OVERHEAD:100.0%|NO_SETUP|scoring_version:v2
2026-05-07,2026-05-07,1762,CAUTION,5,0,True,False,35.07,35.25,37.01,,,,NO_BROKER_DATA|GATE_FAIL:G1_ALREADY_BROKE_OUT:100.0%|GATE_FAIL:G2_BB_WIDE:24.6%|GATE_FAIL:G3_LOW_LIQ:4.1M|LOW_LIQUIDITY:TSE|GATE_PASS:G4_REGIME:uptrend|GATE_PASS:G5_NO_OVERHEAD:100.0%|NO_SETUP|scoring_version:v2
2026-05-07,2026-05-07,1777,CAUTION,5,0,True,False,70.25,70.6,74.45,,,,NO_BROKER_DATA|GATE_PASS:G1_ZONE:97.9%|GATE_PASS:G2_BB:2.0%|GATE_FAIL:G3_LOW_LIQ:2.1M|LOW_LIQUIDITY:TPEx|GATE_PASS:G4_REGIME:uptrend|GATE_PASS:G5_NO_OVERHEAD:97.4%|NO_SETUP|scoring_version:v2
2026-05-07,2026-05-07,1781,CAUTION,5,0,True,False,10.7,10.75,12.02,,,,NO_BROKER_DATA|GATE_PASS:G1_ZONE:89.2%|GATE_PASS:G2_BB:13.2%|GATE_FAIL:G3_LOW_LIQ:0.6M|LOW_LIQUIDITY:TPEx|GATE_PASS:G4_REGIME:uptrend|GATE_PASS:G5_NO_OVERHEAD:87.6%|NO_SETUP|scoring_version:v2
2026-05-07,2026-05-07,1785,CAUTION,5,0,True,False,184.07,185.0,194.25,,,,NO_BROKER_DATA|GATE_FAIL:G1_ALREADY_BROKE_OUT:100.0%|GATE_FAIL:G2_BB_WIDE:50.4%|GATE_PASS:G3_LIQ:4296.4M|GATE_PASS:G4_REGIME:uptrend|GATE_PASS:G5_NO_OVERHEAD:100.0%|NO_SETUP|scoring_version:v2
2026-05-07,2026-05-07,1815,CAUTION,5,0,True,False,109.45,110.0,127.58,,,,NO_BROKER_DATA|GATE_FAIL:G1_TOO_FAR_BELOW:84.9%|GATE_FAIL:G2_BB_WIDE:17.2%|GATE_PASS:G3_LIQ:8730.0M|GATE_PASS:G4_REGIME:uptrend|GATE_PASS:G5_NO_OVERHEAD:100.0%|NO_SETUP|scoring_version:v2
2026-05-07,2026-05-07,2059,CAUTION,5,0,True,False,4815.8,4840.0,5082.0,,,,NO_BROKER_DATA|GATE_FAIL:G1_ALREADY_BROKE_OUT:100.0%|GATE_FAIL:G2_BB_WIDE:40.5%|GATE_PASS:G3_LIQ:3365.0M|GATE_PASS:G4_REGIME:uptrend|GATE_PASS:G5_NO_OVERHEAD:100.0%|NO_SETUP|scoring_version:v2
2026-05-07,2026-05-07,2301,CAUTION,5,0,True,False,202.48,203.5,213.68,,,,NO_BROKER_DATA|GATE_FAIL:G1_ALREADY_BROKE_OUT:100.0%|GATE_FAIL:G2_BB_WIDE:26.1%|GATE_PASS:G3_LIQ:6014.5M|GATE_PASS:G4_REGIME:uptrend|GATE_PASS:G5_NO_OVERHEAD:100.0%|NO_SETUP|scoring_version:v2
2026-05-07,2026-05-07,2302,CAUTION,5,0,True,False,20.05,20.15,21.32,,,,NO_BROKER_DATA|GATE_PASS:G1_ZONE:97.6%|GATE_FAIL:G2_BB_WIDE:16.0%|GATE_FAIL:G3_LOW_LIQ:26.7M|LOW_LIQUIDITY:TSE|GATE_PASS:G4_REGIME:uptrend|GATE_PASS:G5_NO_OVERHEAD:99.5%|NO_SETUP|scoring_version:v2
2026-05-07,2026-05-07,2303,CAUTION,5,0,True,False,96.02,96.5,101.33,,,,NO_BROKER_DATA|GATE_PASS:G1_ZONE:97.7%|GATE_FAIL:G2_BB_WIDE:52.9%|GATE_PASS:G3_LIQ:16997.8M|GATE_PASS:G4_REGIME:uptrend|GATE_PASS:G5_NO_OVERHEAD:100.0%|NO_SETUP|scoring_version:v2
2026-05-07,2026-05-07,2305,CAUTION,5,0,True,False,16.12,16.2,20.79,,,,NO_BROKER_DATA|GATE_FAIL:G1_TOO_FAR_BELOW:80.2%|GATE_FAIL:G2_BB_WIDE:24.5%|GATE_PASS:G3_LIQ:73.3M|GATE_PASS:G4_REGIME:uptrend|GATE_PASS:G5_NO_OVERHEAD:100.0%|NO_SETUP|scoring_version:v2
