scan_date,analysis_date,ticker,action,confidence,free_tier,halt,entry_bid,stop_loss,target,momentum,chip_analysis,risk_factors,data_quality_flags
2026-04-11,2026-04-07,1471,CAUTION,0,True,False,11.74,11.800000190734863,14.49,,,,NO_BROKER_DATA|GATE_AVAILABLE:4|GATE_MET:0|GATE_FAIL:VWAP|GATE_FAIL:VOL|GATE_FAIL:HIGH20|GATE_FAIL:RS|NO_SETUP|scoring_version:v2
2026-04-11,2026-04-07,1336,CAUTION,0,True,False,11.74,11.800000190734863,14.49,,,,NO_BROKER_DATA|GATE_AVAILABLE:4|GATE_MET:0|GATE_FAIL:VWAP|GATE_FAIL:VOL|GATE_FAIL:HIGH20|GATE_FAIL:RS|NO_SETUP|scoring_version:v2
2026-04-11,2026-04-07,1569,CAUTION,5,True,False,11.74,11.800000190734863,14.49,,,,NO_BROKER_DATA|GATE_AVAILABLE:4|GATE_MET:0|GATE_FAIL:VWAP|GATE_FAIL:VOL|GATE_FAIL:HIGH20|GATE_FAIL:RS|NO_SETUP|scoring_version:v2|SECTOR_RANK:16/85
2026-04-11,2026-04-07,1595,CAUTION,0,True,False,11.74,11.800000190734863,14.49,,,,NO_BROKER_DATA|GATE_AVAILABLE:4|GATE_MET:0|GATE_FAIL:VWAP|GATE_FAIL:VOL|GATE_FAIL:HIGH20|GATE_FAIL:RS|NO_SETUP|scoring_version:v2
2026-04-11,2026-04-07,1582,CAUTION,0,True,False,11.74,11.800000190734863,14.49,,,,NO_BROKER_DATA|GATE_AVAILABLE:4|GATE_MET:0|GATE_FAIL:VWAP|GATE_FAIL:VOL|GATE_FAIL:HIGH20|GATE_FAIL:RS|NO_SETUP|scoring_version:v2
2026-04-11,2026-04-07,2059,CAUTION,0,True,False,3159.12,3175.0,3753.75,,,,NO_BROKER_DATA|GATE_AVAILABLE:4|GATE_MET:0|GATE_FAIL:VWAP|GATE_FAIL:VOL|GATE_FAIL:HIGH20|GATE_FAIL:RS|NO_SETUP|scoring_version:v2
2026-04-11,2026-04-07,1815,CAUTION,0,True,False,3159.12,3175.0,3753.75,,,,NO_BROKER_DATA|GATE_AVAILABLE:4|GATE_MET:0|GATE_FAIL:VWAP|GATE_FAIL:VOL|GATE_FAIL:HIGH20|GATE_FAIL:RS|NO_SETUP|scoring_version:v2
2026-04-11,2026-04-07,2301,CAUTION,5,True,False,3159.12,3175.0,3753.75,,,,NO_BROKER_DATA|GATE_AVAILABLE:4|GATE_MET:0|GATE_FAIL:VWAP|GATE_FAIL:VOL|GATE_FAIL:HIGH20|GATE_FAIL:RS|NO_SETUP|scoring_version:v2|SECTOR_RANK:17/85
2026-04-11,2026-04-07,2302,CAUTION,0,True,False,141.79,142.5,172.26,,,,NO_BROKER_DATA|GATE_AVAILABLE:4|GATE_MET:0|GATE_FAIL:VWAP|GATE_FAIL:VOL|GATE_FAIL:HIGH20|GATE_FAIL:RS|NO_SETUP|scoring_version:v2
2026-04-11,2026-04-07,2313,CAUTION,0,True,False,17.61,17.700000762939453,19.84,,,,NO_BROKER_DATA|GATE_AVAILABLE:4|GATE_MET:1|GATE_PASS:VWAP|GATE_FAIL:VOL|GATE_FAIL:HIGH20|GATE_FAIL:RS|NO_SETUP|scoring_version:v2
2026-04-11,2026-04-07,2305,CAUTION,0,True,False,17.61,17.700000762939453,19.84,,,,NO_BROKER_DATA|GATE_AVAILABLE:4|GATE_MET:1|GATE_PASS:VWAP|GATE_FAIL:VOL|GATE_FAIL:HIGH20|GATE_FAIL:RS|NO_SETUP|scoring_version:v2
2026-04-11,2026-04-07,2308,CAUTION,0,True,False,17.61,17.700000762939453,19.84,,,,NO_BROKER_DATA|GATE_AVAILABLE:4|GATE_MET:1|GATE_PASS:VWAP|GATE_FAIL:VOL|GATE_FAIL:HIGH20|GATE_FAIL:RS|NO_SETUP|scoring_version:v2
2026-04-11,2026-04-07,2303,CAUTION,0,True,False,17.61,17.700000762939453,19.84,,,,NO_BROKER_DATA|GATE_AVAILABLE:4|GATE_MET:1|GATE_PASS:VWAP|GATE_FAIL:VOL|GATE_FAIL:HIGH20|GATE_FAIL:RS|NO_SETUP|scoring_version:v2
2026-04-11,2026-04-07,2316,CAUTION,0,True,False,16.02,16.100000381469727,18.16,,,,NO_BROKER_DATA|GATE_AVAILABLE:4|GATE_MET:0|GATE_FAIL:VWAP|GATE_FAIL:VOL|GATE_FAIL:HIGH20|GATE_FAIL:RS|NO_SETUP|scoring_version:v2
2026-04-11,2026-04-07,2330,CAUTION,0,True,False,92.14,92.5999984741211,118.65,,,,NO_BROKER_DATA|GATE_AVAILABLE:4|GATE_MET:0|GATE_FAIL:VWAP|GATE_FAIL:VOL|GATE_FAIL:HIGH20|GATE_FAIL:RS|NO_SETUP|scoring_version:v2
2026-04-11,2026-04-07,2324,CAUTION,0,True,False,92.14,92.5999984741211,118.65,,,,NO_BROKER_DATA|GATE_AVAILABLE:4|GATE_MET:0|GATE_FAIL:VWAP|GATE_FAIL:VOL|GATE_FAIL:HIGH20|GATE_FAIL:RS|NO_SETUP|scoring_version:v2
2026-04-11,2026-04-07,2329,ERROR,-1,,True,0.0,0.0,0.0,,,,
2026-04-11,2026-04-07,2331,CAUTION,0,True,False,49.15,49.400001525878906,65.2,,,,NO_BROKER_DATA|GATE_AVAILABLE:4|GATE_MET:0|GATE_FAIL:VWAP|GATE_FAIL:VOL|GATE_FAIL:HIGH20|GATE_FAIL:RS|NO_SETUP|scoring_version:v2
2026-04-11,2026-04-07,2328,CAUTION,0,True,False,49.15,49.400001525878906,65.2,,,,NO_BROKER_DATA|GATE_AVAILABLE:4|GATE_MET:0|GATE_FAIL:VWAP|GATE_FAIL:VOL|GATE_FAIL:HIGH20|GATE_FAIL:RS|NO_SETUP|scoring_version:v2
2026-04-11,2026-04-07,2344,CAUTION,42,True,False,135.82,136.5,143.33,,,,NO_BROKER_DATA|scoring_version:v2|SECTOR_RANK:4/161
2026-04-11,2026-04-07,2338,CAUTION,42,True,False,135.82,136.5,143.33,,,,NO_BROKER_DATA|scoring_version:v2|SECTOR_RANK:5/161
2026-04-11,2026-04-07,2342,CAUTION,37,True,False,135.82,136.5,143.33,,,,NO_BROKER_DATA|scoring_version:v2|SECTOR_RANK:10/161
2026-04-11,2026-04-07,2337,CAUTION,33,True,False,135.82,136.5,143.33,,,,NO_BROKER_DATA|scoring_version:v2|SECTOR_RANK:15/161
2026-04-11,2026-04-07,2340,CAUTION,42,True,False,135.82,136.5,143.33,,,,NO_BROKER_DATA|scoring_version:v2|SECTOR_RANK:6/161
2026-04-11,2026-04-07,2356,LONG,73,True,False,108.45,109.0,114.45,,,,NO_BROKER_DATA|scoring_version:v2|SECTOR_RANK:1/85
2026-04-11,2026-04-07,2351,WATCH,57,True,False,108.45,109.0,114.45,,,,NO_BROKER_DATA|scoring_version:v2|SECTOR_RANK:1/161
2026-04-11,2026-04-07,2353,ERROR,-1,,True,0.0,0.0,0.0,,,,
2026-04-11,2026-04-07,2355,WATCH,68,True,False,108.45,109.0,114.45,,,,NO_BROKER_DATA|scoring_version:v2|SECTOR_RANK:1/167
2026-04-11,2026-04-07,2352,WATCH,68,True,False,108.45,109.0,114.45,,,,NO_BROKER_DATA|scoring_version:v2|SECTOR_RANK:2/85
2026-04-11,2026-04-07,2357,CAUTION,20,True,False,62.59,62.900001525878906,69.51,,,,NO_BROKER_DATA|scoring_version:v2|SECTOR_RANK:12/85
