scan_date,analysis_date,ticker,action,confidence,free_tier,halt,entry_bid,stop_loss,target,momentum,chip_analysis,risk_factors,data_quality_flags
2026-04-13,2026-04-10,1569,CAUTION,46,True,False,55.82,56.1,58.91,,,,NO_BROKER_DATA|scoring_version:v2|SECTOR_RANK:7/111
2026-04-13,2026-04-10,1582,CAUTION,0,True,False,96.71,97.2,107.1,,,,NO_BROKER_DATA|GATE_AVAILABLE:4|GATE_MET:0|GATE_FAIL:VWAP|GATE_FAIL:VOL|GATE_FAIL:HIGH20|GATE_FAIL:RS|NO_SETUP|scoring_version:v2
2026-04-13,2026-04-10,1471,CAUTION,0,True,False,11.94,12.0,14.49,,,,NO_BROKER_DATA|GATE_AVAILABLE:4|GATE_MET:0|GATE_FAIL:VWAP|GATE_FAIL:VOL|GATE_FAIL:HIGH20|GATE_FAIL:RS|NO_SETUP|scoring_version:v2
2026-04-13,2026-04-10,1336,CAUTION,0,True,False,13.88,13.95,14.86,,,,NO_BROKER_DATA|GATE_AVAILABLE:4|GATE_MET:1|GATE_PASS:VWAP|GATE_FAIL:VOL|GATE_FAIL:HIGH20|GATE_FAIL:RS|NO_SETUP|scoring_version:v2
2026-04-13,2026-04-10,1595,CAUTION,0,True,False,43.28,43.5,45.78,,,,NO_BROKER_DATA|GATE_AVAILABLE:4|GATE_MET:1|GATE_FAIL:VWAP|GATE_PASS:VOL|GATE_FAIL:HIGH20|GATE_FAIL:RS|NO_SETUP|scoring_version:v2
2026-04-13,2026-04-10,2059,CAUTION,0,True,False,3338.22,3355.0,3753.75,,,,NO_BROKER_DATA|GATE_AVAILABLE:4|GATE_MET:1|GATE_PASS:VWAP|GATE_FAIL:VOL|GATE_FAIL:HIGH20|GATE_FAIL:RS|NO_SETUP|scoring_version:v2
2026-04-13,2026-04-10,1815,CAUTION,11,True,False,109.45,110.0,127.58,,,,NO_BROKER_DATA|scoring_version:v2
2026-04-13,2026-04-10,1785,CAUTION,39,True,False,114.92,115.5,121.28,,,,NO_BROKER_DATA|scoring_version:v2|SECTOR_RANK:16/92
2026-04-13,2026-04-10,2303,CAUTION,31,True,False,61.69,62.0,65.1,,,,NO_BROKER_DATA|scoring_version:v2|SECTOR_RANK:34/198
2026-04-13,2026-04-10,2301,CAUTION,44,True,False,160.69,161.5,169.58,,,,NO_BROKER_DATA|scoring_version:v2|SECTOR_RANK:8/111
