scan_date,analysis_date,ticker,action,confidence,free_tier,halt,entry_bid,stop_loss,target,momentum,chip_analysis,risk_factors,data_quality_flags
2026-04-14,2026-04-13,1336,CAUTION,0,True,False,13.83,13.9,14.86,,,,NO_BROKER_DATA|LOW_LIQUIDITY:TSE:1.3M<20M|NO_SETUP|scoring_version:v2
2026-04-14,2026-04-13,1785,CAUTION,43,True,False,126.36,127.0,133.35,,,,NO_BROKER_DATA|scoring_version:v2|SECTOR_RANK:11/81
2026-04-14,2026-04-13,1815,CAUTION,0,True,False,112.44,113.0,127.58,,,,NO_BROKER_DATA|GATE_AVAILABLE:3|GATE_MET:1|GATE_FAIL:VWAP|GATE_PASS:VOL|GATE_FAIL:HIGH20|GATE_SKIP:RS|INSUFFICIENT_GATE_DATA:RS|GATE_SKIP:INSTITUTIONAL|NO_SETUP|INSUFFICIENT_GATE_DATA|scoring_version:v2
2026-04-14,2026-04-13,2059,CAUTION,0,True,False,3318.32,3335.0,3753.75,,,,NO_BROKER_DATA|GATE_AVAILABLE:4|GATE_MET:1|GATE_PASS:VWAP|GATE_FAIL:VOL|GATE_FAIL:HIGH20|GATE_SKIP:RS|INSUFFICIENT_GATE_DATA:RS|GATE_FAIL:INSTITUTIONAL|NO_SETUP|INSUFFICIENT_GATE_DATA|scoring_version:v2
2026-04-14,2026-04-13,2301,CAUTION,0,True,False,152.73,153.5,169.58,,,,NO_BROKER_DATA|GATE_AVAILABLE:4|GATE_MET:1|GATE_FAIL:VWAP|GATE_PASS:VOL|GATE_FAIL:HIGH20|GATE_SKIP:RS|INSUFFICIENT_GATE_DATA:RS|GATE_FAIL:INSTITUTIONAL|NO_SETUP|INSUFFICIENT_GATE_DATA|scoring_version:v2
2026-04-14,2026-04-13,2302,CAUTION,0,True,False,17.91,18.0,20.16,,,,NO_BROKER_DATA|LOW_LIQUIDITY:TSE:10.3M<20M|NO_SETUP|scoring_version:v2
2026-04-14,2026-04-13,2303,CAUTION,0,True,False,59.8,60.1,63.11,,,,NO_BROKER_DATA|GATE_AVAILABLE:4|GATE_MET:1|GATE_FAIL:VWAP|GATE_PASS:VOL|GATE_FAIL:HIGH20|GATE_SKIP:RS|INSUFFICIENT_GATE_DATA:RS|GATE_FAIL:INSTITUTIONAL|NO_SETUP|INSUFFICIENT_GATE_DATA|scoring_version:v2
2026-04-14,2026-04-13,2305,LONG,63,True,False,19.7,19.8,20.79,,,,NO_BROKER_DATA|scoring_version:v2|SECTOR_RANK:2/107
2026-04-14,2026-04-13,2308,CAUTION,7,True,False,1731.3,1740.0,1827.0,,,,"NO_BROKER_DATA|GATE_AVAILABLE:4|GATE_MET:1|GATE_PASS:VWAP|GATE_FAIL:VOL|GATE_FAIL:HIGH20|GATE_SKIP:RS|INSUFFICIENT_GATE_DATA:RS|GATE_FAIL:INSTITUTIONAL|NO_SETUP|INSUFFICIENT_GATE_DATA|scoring_version:v2|PERSIST_RISING:40,44,55"
2026-04-14,2026-04-13,2312,CAUTION,0,True,False,22.09,22.2,25.25,,,,NO_BROKER_DATA|GATE_AVAILABLE:4|GATE_MET:0|GATE_FAIL:VWAP|GATE_FAIL:VOL|GATE_FAIL:HIGH20|GATE_SKIP:RS|INSUFFICIENT_GATE_DATA:RS|GATE_FAIL:INSTITUTIONAL|NO_SETUP|INSUFFICIENT_GATE_DATA|scoring_version:v2
2026-04-14,2026-04-13,2313,CAUTION,0,True,False,277.61,279.0,292.95,,,,NO_BROKER_DATA|GATE_AVAILABLE:4|GATE_MET:1|GATE_PASS:VWAP|GATE_FAIL:VOL|GATE_FAIL:HIGH20|GATE_SKIP:RS|INSUFFICIENT_GATE_DATA:RS|GATE_FAIL:INSTITUTIONAL|NO_SETUP|INSUFFICIENT_GATE_DATA|scoring_version:v2
2026-04-14,2026-04-13,2314,CAUTION,0,True,False,13.58,13.65,14.33,,,,NO_BROKER_DATA|LOW_LIQUIDITY:TSE:12.4M<20M|NO_SETUP|scoring_version:v2
2026-04-14,2026-04-13,1595,CAUTION,0,True,False,47.61,47.85,50.24,,,,NO_BROKER_DATA|LOW_LIQUIDITY:TSE:17.8M<20M|NO_SETUP|scoring_version:v2
2026-04-14,2026-04-13,1471,CAUTION,0,True,False,12.04,12.1,14.49,,,,NO_BROKER_DATA|GATE_AVAILABLE:3|GATE_MET:1|GATE_PASS:VWAP|GATE_FAIL:VOL|GATE_FAIL:HIGH20|GATE_SKIP:RS|INSUFFICIENT_GATE_DATA:RS|GATE_SKIP:INSTITUTIONAL|NO_SETUP|INSUFFICIENT_GATE_DATA|scoring_version:v2
2026-04-14,2026-04-13,2321,CAUTION,0,True,False,0.0,0.0,15.49,,,,NO_BROKER_DATA|LOW_LIQUIDITY:TSE:0.1M<20M|NO_SETUP|scoring_version:v2
2026-04-14,2026-04-13,2316,CAUTION,44,True,False,112.44,113.0,118.65,,,,NO_BROKER_DATA|scoring_version:v2|SECTOR_RANK:26/195|PERSIST_STABLE:59
2026-04-14,2026-04-13,2317,CAUTION,0,True,False,199.0,200.0,222.6,,,,NO_BROKER_DATA|GATE_AVAILABLE:4|GATE_MET:1|GATE_PASS:VWAP|GATE_FAIL:VOL|GATE_FAIL:HIGH20|GATE_SKIP:RS|INSUFFICIENT_GATE_DATA:RS|GATE_FAIL:INSTITUTIONAL|NO_SETUP|INSUFFICIENT_GATE_DATA|scoring_version:v2
2026-04-14,2026-04-13,2323,CAUTION,0,True,False,10.7,10.75,12.5,,,,NO_BROKER_DATA|GATE_AVAILABLE:4|GATE_MET:0|GATE_FAIL:VWAP|GATE_FAIL:VOL|GATE_FAIL:HIGH20|GATE_SKIP:RS|INSUFFICIENT_GATE_DATA:RS|GATE_FAIL:INSTITUTIONAL|NO_SETUP|INSUFFICIENT_GATE_DATA|scoring_version:v2
2026-04-14,2026-04-13,2324,CAUTION,0,True,False,28.86,29.0,30.45,,,,NO_BROKER_DATA|GATE_AVAILABLE:4|GATE_MET:1|GATE_PASS:VWAP|GATE_FAIL:VOL|GATE_FAIL:HIGH20|GATE_SKIP:RS|INSUFFICIENT_GATE_DATA:RS|GATE_FAIL:INSTITUTIONAL|NO_SETUP|INSUFFICIENT_GATE_DATA|scoring_version:v2
2026-04-14,2026-04-13,2328,CAUTION,0,True,False,44.08,44.3,49.72,,,,NO_BROKER_DATA|GATE_AVAILABLE:4|GATE_MET:0|GATE_FAIL:VWAP|GATE_FAIL:VOL|GATE_FAIL:HIGH20|GATE_SKIP:RS|INSUFFICIENT_GATE_DATA:RS|GATE_FAIL:INSTITUTIONAL|NO_SETUP|INSUFFICIENT_GATE_DATA|scoring_version:v2
2026-04-14,2026-04-13,2329,CAUTION,33,True,False,58.31,58.6,65.2,,,,NO_BROKER_DATA|scoring_version:v2
2026-04-14,2026-04-13,2330,CAUTION,40,True,False,1980.05,1990.0,2089.5,,,,NO_BROKER_DATA|scoring_version:v2|SECTOR_RANK:24/178
2026-04-14,2026-04-13,2331,CAUTION,0,True,False,21.14,21.25,25.31,,,,NO_BROKER_DATA|GATE_AVAILABLE:4|GATE_MET:0|GATE_FAIL:VWAP|GATE_FAIL:VOL|GATE_FAIL:HIGH20|GATE_SKIP:RS|INSUFFICIENT_GATE_DATA:RS|GATE_FAIL:INSTITUTIONAL|NO_SETUP|INSUFFICIENT_GATE_DATA|scoring_version:v2
2026-04-14,2026-04-13,2332,CAUTION,0,True,False,15.12,15.2,16.12,,,,NO_BROKER_DATA|GATE_AVAILABLE:4|GATE_MET:1|GATE_PASS:VWAP|GATE_FAIL:VOL|GATE_FAIL:HIGH20|GATE_SKIP:RS|INSUFFICIENT_GATE_DATA:RS|GATE_FAIL:INSTITUTIONAL|NO_SETUP|INSUFFICIENT_GATE_DATA|scoring_version:v2
2026-04-14,2026-04-13,2337,CAUTION,28,True,False,146.76,147.5,154.88,,,,NO_BROKER_DATA|scoring_version:v2
2026-04-14,2026-04-13,2338,CAUTION,0,True,False,44.48,44.7,56.18,,,,NO_BROKER_DATA|GATE_AVAILABLE:4|GATE_MET:0|GATE_FAIL:VWAP|GATE_FAIL:VOL|GATE_FAIL:HIGH20|GATE_SKIP:RS|INSUFFICIENT_GATE_DATA:RS|GATE_FAIL:INSTITUTIONAL|NO_SETUP|INSUFFICIENT_GATE_DATA|scoring_version:v2
