scan_date,analysis_date,ticker,action,confidence,trend_score,free_tier,halt,entry_bid,stop_loss,target,momentum,chip_analysis,risk_factors,data_quality_flags
2026-04-15,2026-04-14,6277,LONG,75,32,True,False,124.38,125.0,131.25,6277 動能表現分歧，量能比率與 VWAP 5日優勢佳，但收盤強度與趨勢延續性較弱，顯示短線追價動能不足。,籌碼面缺乏明確主力買盤支持，外資與借券壓力未見，但融資結構穩定，顯示散戶穩定持有。,RSI(14)顯示股價已處超買區，且MACD指標線大幅高於訊號線，需留意過熱拉回風險。,NO_BROKER_DATA|scoring_version:v2|SECTOR_RANK:1/111
2026-04-15,2026-04-14,6278,LONG,75,32,True,False,124.38,125.0,131.25,6278今日量能顯著放大，帶動股價突破近期高點，但收盤強度與趨勢延續性稍顯不足，RSI進入超買區，短期動能過熱。MACD黃金交叉且MA20趨勢向上，顯示中短期上升趨勢確立。,籌碼面呈現較弱勢態勢，買盤廣度與集中度皆不足，外資與借券壓力未見明顯優勢，僅融資結構略有分數，主力追價意願有待觀察。,短期RSI已達超買區，顯示股價可能面臨回檔壓力。此外，籌碼面的多項指標分數偏低，顯示主力買盤不夠積極，潛在賣壓可能較大。,NO_BROKER_DATA|scoring_version:v2|SECTOR_RANK:2/117|PERSIST_STABLE:61
2026-04-15,2026-04-14,6276,LONG,63,32,True,False,124.38,125.0,131.25,,,,NO_BROKER_DATA|scoring_version:v2|SECTOR_RANK:2/111
2026-04-15,2026-04-14,6279,LONG,63,32,True,False,124.38,125.0,131.25,,,,NO_BROKER_DATA|scoring_version:v2|SECTOR_RANK:4/210
2026-04-15,2026-04-14,2466,LONG,75,30,True,False,65.47,65.8,69.09,股價站穩MA20並呈現上升趨勢，但多項動能指標偏弱，顯示追價力道不足且短線出現過熱警訊。,目前缺乏買盤廣度及籌碼集中度數據，雖然融資結構分數較高，但整體籌碼面未能提供明確支撐。,RSI已進入超買區間，且收盤強度、趨勢延續、量能遞增等多項動能指標表現不佳，顯示短期內有回檔修正風險。,NO_BROKER_DATA|scoring_version:v2|SECTOR_RANK:1/117|PERSIST_STABLE:57
2026-04-15,2026-04-14,3088,LONG,66,30,True,False,92.14,92.6,97.23,,,,NO_BROKER_DATA|scoring_version:v2|SECTOR_RANK:4/111|PERSIST_STABLE:57
2026-04-15,2026-04-14,6234,LONG,66,30,True,False,34.18,34.35,36.07,,,,NO_BROKER_DATA|scoring_version:v2|SECTOR_RANK:3/117
2026-04-15,2026-04-14,2409,LONG,61,30,True,False,19.7,19.8,20.79,,,,NO_BROKER_DATA|scoring_version:v2|SECTOR_RANK:4/117
2026-04-15,2026-04-14,8383,LONG,61,30,True,False,53.23,53.5,56.18,,,,NO_BROKER_DATA|scoring_version:v2|SECTOR_RANK:1/198
2026-04-15,2026-04-14,2472,LONG,64,29,True,False,177.61,178.5,187.43,,,,NO_BROKER_DATA|scoring_version:v2|SECTOR_RANK:2/210
2026-04-15,2026-04-14,4989,LONG,55,29,True,False,88.95,89.4,93.87,,,,NO_BROKER_DATA|scoring_version:v2|SECTOR_RANK:10/210
2026-04-15,2026-04-14,3289,WATCH,52,29,True,False,187.06,188.0,197.4,,,,NO_BROKER_DATA|scoring_version:v2|SECTOR_RANK:5/92
2026-04-15,2026-04-14,1785,WATCH,48,29,True,False,138.8,139.5,146.47,,,,NO_BROKER_DATA|scoring_version:v2|SECTOR_RANK:6/92
2026-04-15,2026-04-14,7556,WATCH,48,29,True,False,238.8,240.0,252.0,,,,NO_BROKER_DATA|scoring_version:v2|SECTOR_RANK:13/198
